id,link,content,date,retweets,favorites,mentions,hashtags,Trump or biden
1.21789E+18,https://twitter.com/JoeBiden/status/1217891772862468096,The character of our nation is on the ballot in this election. We are so much better than who Donald Trump thinks we are É?? and we have to prove that this November. https://t.co/dToLAHQ2Hd,1/16/2020 19:30,701,3132,,,Biden
1.21792E+18,https://twitter.com/JoeBiden/status/1217918195115257856,A president has to be able to not only fight É?? but heal and bring our country together. I promise you thatÉ??s what I will do if IÉ??m elected. https://t.co/MiRb0eGq9H,1/16/2020 21:15,718,3189,,,Biden
1.21794E+18,https://twitter.com/JoeBiden/status/1217937084876513282,Voting is a right. https://t.co/Ch2ZCfLqXz,1/16/2020 22:30,1516,8031,,,Biden
1.21796E+18,https://twitter.com/JoeBiden/status/1217962049726226433,"Let's be clear: white supremacy, racism, and violence have no place in America. We have to root out these evils and give hate no safe harbor. If we stand together, we will win the battle for the soul of our nation. https://t.co/A5NlIcOPZr",1/17/2020 0:09,1719,7179,,,Biden
1.21797E+18,https://twitter.com/JoeBiden/status/1217971138162298881,"AmericaÉ??s farmers have had enough of your empty promises, Mr. President. https://t.co/nsOyktOqkR https://t.co/9NSJj7pRjY",1/17/2020 0:45,717,2246,,,Biden
1.21798E+18,https://twitter.com/JoeBiden/status/1217982368499236864,Hate never goes away; it just hides. And when leaders give it oxygen É?? as Donald Trump has done É?? it comes roaring back. https://t.co/NsCSRzlWlk,1/17/2020 1:30,2146,8180,,,Biden
1.21817E+18,https://twitter.com/JoeBiden/status/1218169872791764994,"This isn't just about who I am, this is about who we are as a country. We're tough, resilient, but always full of hope. With every fiber in my being, I believe thereÉ??s not a single thing we can't doÉ??if we do it together. https://t.co/GfPWX1VTvH",1/17/2020 13:55,3337,14238,,,Biden
1.21825E+18,https://twitter.com/JoeBiden/status/1218245602623909890,"It is a moral failing when children are ripped from their parents' arms, locked away in overcrowded detention centers, and denied toothbrushes and soap.

We have to end Donald Trump's cruel policies and build a fair and humane immigration system.",1/17/2020 18:56,2705,11660,,,Biden
1.21829E+18,https://twitter.com/JoeBiden/status/1218285113164824577,"Minnesota É?? early voting is now open! DonÉ??t wait until March 3rd to cast your ballot, head to the polls and be one of the first in the nation to make your voice heard in the primary.

Find everything you need to know here: https://t.co/WGNqS2VPDH https://t.co/PfCV0FiHLq",1/17/2020 21:33,327,887,,,Biden
1.21829E+18,https://twitter.com/JoeBiden/status/1218294441255014403,No malarkey here. https://t.co/7ODeSCfYMu,1/17/2020 22:10,409,1711,,,Biden
1.21831E+18,https://twitter.com/JoeBiden/status/1218305640042504192,"Donald Trump says he prefers war heroes who ""weren't captured."" He attacks Gold Star families. Now he calls our generals É??losers,"" É??babiesÉ?ù and É??dopes.""

He degrades the office he holds every day. https://t.co/mvLLdHCzRz",1/17/2020 22:54,5117,17346,,,Biden
1.21831E+18,https://twitter.com/JoeBiden/status/1218305723706363913,We need a president who respects our troops É?? and who will restore honor and integrity to the Oval Office. https://t.co/q9o1dUJ00h,1/17/2020 22:54,990,4502,,,Biden
1.21833E+18,https://twitter.com/JoeBiden/status/1218327140053082114,"Happy birthday, @MichelleObama. YouÉ??re a shining light in the lives of all that have the honor of knowing you. Jill and I are grateful to call you a dear friend.

But donÉ??t tell Jill É?? IÉ??m still eating ice cream. And IÉ??m not sorry. https://t.co/YSvEKrvlRk",1/18/2020 0:20,1480,13181,,,Biden
1.21857E+18,https://twitter.com/JoeBiden/status/1218567473768747008,"Vermont É?? you don't have to wait until March 3rd to cast your ballot, you can early vote now! Head to https://t.co/bj5863RbJr to find all the info you need to make your voice heard in the primary. https://t.co/L4oMQotl0g",1/18/2020 16:15,386,987,,,Biden
1.21859E+18,https://twitter.com/JoeBiden/status/1218594149558972416,Weapons of war have no place in our communities. ItÉ??s time we take on the @NRA and ban assault weapons for good.,1/18/2020 18:01,3723,23167,,,Biden
1.21862E+18,https://twitter.com/JoeBiden/status/1218622334929518593,"Together, we're going to beat Donald Trump and take back this country.

Chip in if youÉ??re ready to leave him in the dust: https://t.co/wyp2zOcUWA https://t.co/qCgcncjpln",1/18/2020 19:53,1148,4145,,,Biden
1.21866E+18,https://twitter.com/JoeBiden/status/1218658070512861184,"There used to be a basic bargain in this countryÉ??when you worked hard, you shared in the prosperity you helped create. But CEOs and Wall Street continue to put profits over workers. It's wrong.

We have to restore the dignity of work and ensure everyone earns what they deserve.",1/18/2020 22:15,1641,6982,,,Biden
1.21868E+18,https://twitter.com/JoeBiden/status/1218684496293384192,"Donald Trump continues to embrace corruption at home and abroad. Rather than addressing the root causes pushing people to flee Central America, he has undermined anti-corruption bodiesÉ??first in Guatemala and now in Honduras. https://t.co/bJzaXo3XAQ",1/19/2020 0:00,1307,3633,,,Biden
1.21893E+18,https://twitter.com/JoeBiden/status/1218930361402634242,"Thank you @Captsully for sharing your story. ThereÉ??s a lot of kids who I bet needed to hear it. 

Being different isnÉ??t a barrier to success. It can give you the strength to save lives in a crash landing É?? or even run for President. https://t.co/0sYl6VhJyr",1/19/2020 16:16,2099,9736,,,Biden
1.21895E+18,https://twitter.com/JoeBiden/status/1218945416596795393,"I stand with the snow plow drivers who work day in and day out to keep our roads safe, often in dangerous conditions. Every worker in this country deserves the dignity that comes with fair wages and benefits. Stay safe out there, @IBT_320. https://t.co/hVLXy2urWP",1/19/2020 17:16,319,1533,,,Biden
1.21899E+18,https://twitter.com/JoeBiden/status/1218985478013235200,"The 60th anniversary of our alliance with Japan reminds us that close partnership and deep cooperation are among our greatest assets. I understand the value of our alliances; they make us stronger. I would build on this legacy, rather than dismantling it.",1/19/2020 19:56,790,3966,,,Biden
1.219E+18,https://twitter.com/JoeBiden/status/1219004502566674432,"The big banks didn't need an additional $32 billion in savings, and their shareholders certainly didn't need an extra $21.5 billion in payouts.

It's time we ensure corporations pay their fair share and that our country rewards work É?? not wealth. https://t.co/eW8qS4yNBf",1/19/2020 21:11,1556,4192,,,Biden
1.21907E+18,https://twitter.com/JoeBiden/status/1219070147543158784,This is a big victory for South Carolina. The right to vote is the most fundamental American right there is É?? we have to break down barriers to the ballot box and ensure every American can make their voice heard. https://t.co/ASdIG2vkFe,1/20/2020 1:32,2005,8436,,,Biden
1.21927E+18,https://twitter.com/JoeBiden/status/1219265521159458819,"Donald Trump's poisonous rhetoric and divisive politics have brought America to an inflection point. In this moment, we have an enormous opportunity to take the next great step forward as a nation.

Let's get to work. We can do this, together. https://t.co/4jTqAI3aCj",1/20/2020 14:28,3142,10803,,,Biden
1.21935E+18,https://twitter.com/JoeBiden/status/1219350885521858562,Honored to have won Jacquelyn's endorsement. https://t.co/tGpNZjXacu,1/20/2020 20:08,2673,13543,,,Biden
1.21936E+18,https://twitter.com/JoeBiden/status/1219363972672978946,"As Dr. Martin Luther King Jr. said, É??The arc of the moral universe is long, but it bends toward justice.É?ù As we seek to restore the soul of this nation from a long moral lapse, we look to those words and take solace that this too shall pass and justice will prevail. #MLKDay",1/20/2020 21:00,1004,4149,,,Biden
1.21939E+18,https://twitter.com/JoeBiden/status/1219394286439084033,"In times of crisis and division, a president should seek to calm and heal. But time and again, President Trump has chosen to further stoke the flames.

He is poison to the soul of our nation. https://t.co/CreIEMIHkE",1/20/2020 23:00,3838,16142,,,Biden
1.21941E+18,https://twitter.com/JoeBiden/status/1219414303469522945,From my days as a public defender to my time as Vice President É?? I've spent my entire career fighting against discrimination and championing civil rights. I'm running for president to bring that fight to the Oval Office and give everyone a full share of the American dream. https://t.co/y015JDgrti,1/21/2020 0:20,1769,6956,,,Biden
1.21945E+18,https://twitter.com/JoeBiden/status/1219449299760832514,"The courage shown today by the lawmakers, staff, and gun safety advocates in Richmond is inspiring. It's long past time the calls for reform are met with concrete action that ends our gun violence epidemic. #IStandWithVirginia today, and every day, until the job is done. https://t.co/ouiZVkgzrT",1/21/2020 2:39,688,3076,,,Biden
1.21947E+18,https://twitter.com/JoeBiden/status/1219469818237259776,"Thanks for acknowledging this, Bernie. These kinds of attacks have no place in this primary. LetÉ??s all keep our focus on making Donald Trump a one-term president. https://t.co/tmFbLm98xd",1/21/2020 4:00,4972,33360,,,Biden
1.21948E+18,https://twitter.com/JoeBiden/status/1219476824264257537,"Social Security is the bedrock of American retirement. And in my administration, we won't just protect it. We'll expand it. https://t.co/Uwilx0GlDQ",1/21/2020 4:28,804,2912,,,Biden
1.2197E+18,https://twitter.com/JoeBiden/status/1219699683943014401,I was reminded this weekend by Pastor McCallum that we've got to bring a sense of community back to this country. That work starts now. https://t.co/TB2R8sg3z7,1/21/2020 19:14,706,2997,,,Biden
1.21973E+18,https://twitter.com/JoeBiden/status/1219731392873013248,"Ten years ago, the Supreme Court unleashed an unlimited flood of dark money into our politics with its Citizens United decisionÉ??further corrupting our politics &amp; eroding faith in our democracy.

ItÉ??s time we end Citizens United. Add your name if you agree: https://t.co/WJ5YRnXGPm",1/21/2020 21:20,285,986,,,Biden
1.21974E+18,https://twitter.com/JoeBiden/status/1219742544877301760,"Make no mistake, Obamacare is on the ballot this November. Coverage for millions of Americans and protections for pre-existing conditions are on the ballot.

We have to protect the progress we've made and show up to the polls to defend the Affordable Care Act. https://t.co/tWaiPrVAKr",1/21/2020 22:04,988,2926,,,Biden
1.21976E+18,https://twitter.com/JoeBiden/status/1219762850098319360,"Our government should work for everyone É?? not just the powerful or super-wealthy. We need to:

- Eliminate all private dollars from federal elections
- End Citizens United and dark money groups
- Increase transparency and accountability",1/21/2020 23:25,933,4101,,,Biden
1.21979E+18,https://twitter.com/JoeBiden/status/1219788577443340288,I've been fighting to protect É?? and expand É?? Social Security for my whole career. Any suggestion otherwise is just flat-out wrong. https://t.co/KWIIJgFqGk,1/22/2020 1:07,2985,9516,,,Biden
1.2198E+18,https://twitter.com/JoeBiden/status/1219798086127509505,"We have to end Citizens United, but we can't stop there. It's time we eliminate all private dollars from federal elections and return our democracy to the people.",1/22/2020 1:45,1034,5122,,,Biden
1.22001E+18,https://twitter.com/JoeBiden/status/1220009534736994313,"Every morning I get up, I think to myself, ""Is Beau proud of me?"" HeÉ??s the one who made me promise to stay engaged É?? and that promise guides me every day. https://t.co/EYHItOpeML",1/22/2020 15:45,1595,8854,,,Biden
1.22006E+18,https://twitter.com/JoeBiden/status/1220063078643093506,Our students and educators deserve better than four more years of Betsy DeVos. https://t.co/ItIVwhBcDC,1/22/2020 19:18,589,2743,,,Biden
1.22009E+18,https://twitter.com/JoeBiden/status/1220090128196100101,"My administration will not cut Social Security or Medicare benefits. Period. WeÉ??ll expand them. Meanwhile, Donald Trump is saying he would consider sacrificing seniors' benefits to protect tax cuts for the wealthiest Americans and big companies. We have to defeat him in November. https://t.co/ChUrheK1ga",1/22/2020 21:05,2600,6853,,,Biden
1.2201E+18,https://twitter.com/JoeBiden/status/1220104098969681920,"47 years ago today, #RoevWade recognized a woman's constitutional right to choose É?? but that right is under attack across the country. We must codify Roe into law and fight back against any state laws that violate it.",1/22/2020 22:01,673,3002,,,Biden
1.22015E+18,https://twitter.com/JoeBiden/status/1220145370908352512,An administration that gives trillions in tax cuts to giant corporations and the super-wealthy but cuts food assistance for the most vulnerable in our society is morally bankrupt.,1/23/2020 0:45,2468,9772,,,Biden
1.22016E+18,https://twitter.com/JoeBiden/status/1220162986863542272,Empathy matters. I think it's important É?? not only for leaders É?? but for everybody to treat people with respect. https://t.co/5HhEOowbBg,1/23/2020 1:55,1618,6574,,,Biden
1.22018E+18,https://twitter.com/JoeBiden/status/1220182792304308225,"When we divert public funds to private schools, we undermine the entire public education system. We've got to prioritize investing in our public schools, so every kid in America gets a fair shot. That's why I oppose vouchers. #Espinoza",1/23/2020 3:13,1127,5437,,,Biden
1.22042E+18,https://twitter.com/JoeBiden/status/1220415903185006592,"ItÉ??s going to take everyone rolling up their sleeves and doing their part to beat Donald Trump and take back this country. And with just 11 days until Iowa, your help has never been more important. Head to https://t.co/0yBebrK3rY to take action from anywhere in the country.",1/23/2020 18:40,319,1346,,,Biden
1.22044E+18,https://twitter.com/JoeBiden/status/1220437294609387520,"On the anniversary of a hopeful moment, it's clear Trump's Venezuela policy is a dead end. Millions are suffering with the Maduro regime still in power. https://t.co/dvUGFlTFNO",1/23/2020 20:05,296,877,,,Biden
1.22046E+18,https://twitter.com/JoeBiden/status/1220456672017223680,ItÉ??s not hyperbole to say Donald Trump is a threat to our planet. We have to get him out of the White House and treat the climate emergency like the existential threat that it is. Our future depends on it.,1/23/2020 21:22,2999,16048,,,Biden
1.22049E+18,https://twitter.com/JoeBiden/status/1220485109209423872,"U.S. troops hurt in Iran's missile attack are being evaluated for traumatic brain injuries. To Trump, it's just É??headaches.É?ù We need a president who respects our service members and honors our sacred duty to care for our wounded warriors. https://t.co/lqzSDWezk7",1/23/2020 23:15,2170,6581,,,Biden
1.22051E+18,https://twitter.com/JoeBiden/status/1220513043504910337,"I tell people that when a family experiences tragedy, the most important thing they can do is to turn their grief into purpose. @fred_guttenberg found his purpose É?? and his courage and determination have helped fuel the fight for gun safety reform. https://t.co/CAEHM0zBeI",1/24/2020 1:06,3090,10509,,,Biden
1.22053E+18,https://twitter.com/JoeBiden/status/1220529945174298627,"Great news out of Utah. No child should be subjected to the vile, immoral practice of conversion therapy. We have to ban it at the federal level and make sure every young person is affirmed and accepted just as they are. https://t.co/DVVRikDZ7a",1/24/2020 2:13,964,4775,,,Biden
1.22055E+18,https://twitter.com/JoeBiden/status/1220549484133961729,"My Dad used to say, ""don't tell me what you value. Show me your budget, and I'll tell you what you value."" Your 2020 budget cuts Social Security and Medicaid while protecting giveaways to the wealthiest. You've shown us what you value. https://t.co/7gz2NWCUz8",1/24/2020 3:30,5122,17453,,,Biden
1.22073E+18,https://twitter.com/JoeBiden/status/1220731734469140480,"The next president will face the enormous task of picking up the pieces left by President Trump. They will have to salvage our reputation, rebuild confidence in our leadership, and mobilize the world to meet new challenges. There will be no time to lose. https://t.co/oizwBqMFNL",1/24/2020 15:35,2020,8603,,,Biden
1.22077E+18,https://twitter.com/JoeBiden/status/1220769483410702339,"Immigrants have always made our country stronger. Our diversity is, and has always been, our greatest strength. Donald Trump doesn't get that É?? we need a president who does. https://t.co/XQblLTH61O",1/24/2020 18:05,898,4122,,,Biden
1.22081E+18,https://twitter.com/JoeBiden/status/1220813019917111297,"The stakes of this election couldnÉ??t be higher. Every day that Donald Trump sits in the Oval Office, he poses a threat to America and the world. We have to beat him. https://t.co/yaf8S3gEF1",1/24/2020 20:58,1242,4692,,,Biden
1.22083E+18,https://twitter.com/JoeBiden/status/1220828240408870912,"34 U.S. troops have been diagnosed with traumatic brain injury after Iranian missiles struck their base in Iraq. Donald Trump brought us to the brink of warÉ??then dismissed the injuries as É??headaches.É?ù

The idea that the commander in chief would take this lightly is disgusting. https://t.co/Cn8Bb7KLy4",1/24/2020 21:58,5397,16366,,,Biden
1.22086E+18,https://twitter.com/JoeBiden/status/1220857649748758529,"After four years of Betsy DeVos and the Trump Administration, our students and educators will need strong advocates in the White House who will repair the damage they have caused. That's exactly what they'll have with me and @DrBiden. https://t.co/ClKKzccpiU",1/24/2020 23:55,911,3582,,,Biden
1.22114E+18,https://twitter.com/JoeBiden/status/1221135646107955200,LetÉ??s be clear: Transgender equality is the civil rights issue of our time. There is no room for compromise when it comes to basic human rights.,1/25/2020 18:20,5347,37206,,,Biden
1.22116E+18,https://twitter.com/JoeBiden/status/1221163328300408832,"One of my favorite parts of the campaign trail is meeting folks across the country and hearing their stories. So my team and I are picking one lucky person to sit down with me for a cup of joe.

Chip in today for your chance to win: https://t.co/IYZ70gr2h9 https://t.co/YKzqbOMTvs",1/25/2020 20:10,265,1046,,,Biden
1.22118E+18,https://twitter.com/JoeBiden/status/1221176414625509377,"Happy Lunar New Year to all those celebrating throughout the country. I'm grateful for the contributions that the AAPI community has made to enrich America's diversity. I hope the Year of the Rat brings good fortune, health, and happiness to all.",1/25/2020 21:02,296,1497,,,Biden
1.2212E+18,https://twitter.com/JoeBiden/status/1221195476843868160,"Every American deserves access to safe, clean drinking water. We have to hold polluters accountable and rid our water of unsafe levels of these chemicals for good. https://t.co/j5d6pvPBtb",1/25/2020 22:17,911,3120,,,Biden
1.22121E+18,https://twitter.com/JoeBiden/status/1221213660191739904,"Firefighters represent the best of America É?? they put their lives on the line every single day and selflessly rush toward danger to save others.

I'm grateful for the endorsement of @IAFFNewsDesk. There's no group of people I'd rather stand with. https://t.co/KXWOONKaXl",1/25/2020 23:30,688,2347,,,Biden
1.22122E+18,https://twitter.com/JoeBiden/status/1221222865783132160,"The seas are rising. Australia is burning. And in this moment of crisis, our President thinks windmills cause cancer. Solving the climate crisis, starts with beating Donald Trump. And once I do, we'll pass my ambitious climate plan. https://t.co/uClGwalbRW",1/26/2020 0:06,988,3947,,,Biden
1.22151E+18,https://twitter.com/JoeBiden/status/1221513133321150464,"Make no mistake: Our best days still lie ahead. If we come together and act as one America, there's nothing that we can't accomplish.",1/26/2020 19:20,1237,7221,,,Biden
1.22156E+18,https://twitter.com/JoeBiden/status/1221556054141669382,Jill and I are sending our prayers to the Bryant family and to everyone who lost loved ones in todayÉ??s crash. ItÉ??s a reminder of how special É?? and fragile É?? life is. And itÉ??s a reminder that weÉ??ve got to make every day count.,1/26/2020 22:10,5767,46725,,,Biden
1.22166E+18,https://twitter.com/JoeBiden/status/1221657342204350464,"Congrats @MichelleObama on winning a Grammy for telling your story with strength É?? and with grace. Jill and I are so thrilled for you. Just beat Barack to an EGOT, will ya? https://t.co/EpDsGz4KYj",1/27/2020 4:53,3136,29642,,,Biden
1.22185E+18,https://twitter.com/JoeBiden/status/1221852279097171968,"I'm grateful to have the endorsement of the @scj. The battle for the soul of this nation begins in Iowa É?? and I'm confident that together, we'll make Donald Trump a one-term president and take back this country. https://t.co/xbARVjoFU6",1/27/2020 17:47,356,1575,,,Biden
1.22188E+18,https://twitter.com/JoeBiden/status/1221880050951176192,Climate change poses an existential threat to our future É?? and we are running out of time to address it. We have to get Donald Trump out of the White House and rally the world to meet the urgency of this moment. https://t.co/7kNfqn3EGi,1/27/2020 19:38,724,2520,,,Biden
1.22189E+18,https://twitter.com/JoeBiden/status/1221890408009084936,"Selling off public services to private interests at the expense of workers and their communities should be a non-starter. Congratulations to the members of @ATUComm, who went on strike for 84 days to fight for their rights É?? and won. https://t.co/EJ4JglWcuB",1/27/2020 20:19,237,722,,,Biden
1.22191E+18,https://twitter.com/JoeBiden/status/1221906978332561408,"On #HolocaustMemorialDay and the 75th anniversary of Auschwitz's liberation, we honor the millions of Jews and other victims whose lives were extinguished by the Nazi regime. Today and every day, we must give hate no safe harbor to ensure such atrocities never again occur.",1/27/2020 21:25,523,2221,,,Biden
1.22194E+18,https://twitter.com/JoeBiden/status/1221938435511836673,"With just one week until the Iowa Caucus, we need your help to bring us across the finish line. Every door knocked, phone call made, or dollar chipped in goes a long way in this homestretch. Head to https://t.co/ie4bECkx0e to get involved. https://t.co/7F1dyHYd4V",1/27/2020 23:30,319,932,,,Biden
1.22195E+18,https://twitter.com/JoeBiden/status/1221954793481990145,Let's be clear: Donald Trump's Muslim ban was never about safety É?? it was a blatant ploy to fan the flames of bigotry and score points with his political base. I will end it.,1/28/2020 0:35,4781,29422,,,Biden
1.22199E+18,https://twitter.com/JoeBiden/status/1221987724095361024,"No family in search of a better life should be denied permanent residency because they don't meet Donald Trump's wealth test.

The United States of America should be open and welcome to all É?? not just the wealthy. https://t.co/ocJREvqcQd",1/28/2020 2:45,1661,6820,,,Biden
1.22201E+18,https://twitter.com/JoeBiden/status/1222007101389770759,"Iowa caucus-goers take note. Joni Ernst just spilled the beans. She and Donald Trump are scared to death IÉ??ll be the nominee. On Feb. 3rd, letÉ??s make their day. https://t.co/FKrqfxDW9L",1/28/2020 4:02,6343,23259,,,Biden
1.22221E+18,https://twitter.com/JoeBiden/status/1222213749857234946,"Health care is personal to me. Deeply personal. And I guarantee you that if I'm elected president, I will protect your family's health care as if it were my own familyÉ??s. https://t.co/Uj15uqjsCi",1/28/2020 17:44,1431,5174,,,Biden
1.22224E+18,https://twitter.com/JoeBiden/status/1222241683938725888,Let's remember one thing when it comes to impeachment: Donald Trump is on trial because he's afraid to run against me. He knows IÉ??ll beat him this November.,1/28/2020 19:35,7076,39948,,,Biden
1.22231E+18,https://twitter.com/JoeBiden/status/1222307450495389696,"Iowans, on Feb. 3rd, you have a chance for a twofer. You can ruin Donald Trump's night, and you can ruin Senator ErnstÉ??s, too. https://t.co/NU8hk2TOAf",1/28/2020 23:56,3927,12557,,,Biden
1.22232E+18,https://twitter.com/JoeBiden/status/1222323147418017794,A peace plan requires two sides to come together. This is a political stunt that could spark unilateral moves to annex territory and set back peace even more. I've spent a lifetime working to advance the security &amp; survival of a Jewish and democratic Israel. This is not the way. https://t.co/H6IhtP1YJd,1/29/2020 0:58,2409,8279,,,Biden
1.22233E+18,https://twitter.com/JoeBiden/status/1222333539049332736,"Imagine all the progress we could make in the next four years. We could make health care a right, lead on climate change, and get assault weapons out of our schools. It could all be a reality É?? but first, we have to beat Donald Trump. https://t.co/O0FZ2Z1nlx",1/29/2020 1:40,1213,4617,,,Biden
1.22235E+18,https://twitter.com/JoeBiden/status/1222346121944715267,Donald TrumpÉ??s demonstrated failures of judgment and his repeated rejection of science make him the worst possible person to lead our country through a global health challenge. https://t.co/PH4vF5taDa,1/29/2020 2:30,1681,6388,,,Biden
1.22256E+18,https://twitter.com/JoeBiden/status/1222561289790246912,"Climate is on the ballot. If we donÉ??t get Donald Trump out of the White House and take action now to address the climate crisis, our planet may never recover. https://t.co/Xu0IrxdYTQ",1/29/2020 16:45,863,2874,,,Biden
1.2226E+18,https://twitter.com/JoeBiden/status/1222602815505301510,"I need your help if we're going to restore the soul of this nation. With the Iowa Caucuses just days away, your donation is more important than ever.

Chip in $5 to help fuel our campaign: https://t.co/HlWMIhCyki https://t.co/RfI3EuTCcI",1/29/2020 19:30,1198,3383,,,Biden
1.22263E+18,https://twitter.com/JoeBiden/status/1222633013068161025,The decision to allow the Trump Administration to discriminate against immigrants based on wealth is a cruel betrayal of our values. The next four years could have a generational impact on our federal courts É?? we have to make Donald Trump a one-term president.,1/29/2020 21:30,1118,5326,,,Biden
1.22266E+18,https://twitter.com/JoeBiden/status/1222655410005397504,We need a president who respects religious freedom. https://t.co/5PrjnXCig5,1/29/2020 22:59,653,2996,,,Biden
1.22267E+18,https://twitter.com/JoeBiden/status/1222666986317942789,Equal pay for equal work is common sense É?? and long overdue. That's why the Lilly Ledbetter Fair Pay Act was the first law that the Obama-Biden Administration signed 11 years ago today. We have to continue the fight until we close the gender pay gap once and for all.,1/29/2020 23:45,384,1692,,,Biden
1.22269E+18,https://twitter.com/JoeBiden/status/1222685860497215488,"I've spent my entire life bringing people together to get big, difficult things done. And I intend to do that as your president É?? unifying our country at the moment we need it most. ThereÉ??s no limit to what we could do if we come together. https://t.co/DTgRBe7X6H",1/30/2020 1:00,775,2927,,,Biden
1.22269E+18,https://twitter.com/JoeBiden/status/1222691999364657152,"Donald Trump has slammed the door shut in the face of families fleeing persecution and violence. On day one, I will eliminate President TrumpÉ??s decision to limit asylum and end the MPP program. #RestoreAsylumNOW https://t.co/3KLjtwEtNE",1/30/2020 1:24,519,1669,,,Biden
1.2227E+18,https://twitter.com/JoeBiden/status/1222698443463782400,The true character of a person is revealed in the Oval Office. We saw it with President Obama. We're seeing it with President Trump É?? and what we've witnessed from this president over the last three years makes clear that we can't give him another four. https://t.co/SEb3XztnKI,1/30/2020 1:50,4565,17800,,,Biden
1.22272E+18,https://twitter.com/JoeBiden/status/1222724095051214848,"As IÉ??ve said many times, health care is deeply personal to me, like it is for so many Americans. IÉ??m proud to stand with @SEIU1199NW to fight for safe staffing, patient care, and fair pay. https://t.co/IpSMdg3mgw",1/30/2020 3:31,309,1167,,,Biden
1.22293E+18,https://twitter.com/JoeBiden/status/1222926194502447104,Ending gun violence is on the ballot. We have to take on the powerful gun lobby and pass common-sense measures that will keep our kids safe. I've beaten the @NRA twice É?? and I'll do it again as president. https://t.co/lrgFPskUrf,1/30/2020 16:55,547,1902,,,Biden
1.22295E+18,https://twitter.com/JoeBiden/status/1222950101724864515,"ItÉ??s no understatement to say that Donald Trump represents an existential threat to the future of our country. He has repeatedly shown little understanding of É?? and zero regard for É?? our laws, our values, or our democracy.

We have to get him out of the White House.",1/30/2020 18:30,3033,13588,,,Biden
1.22299E+18,https://twitter.com/JoeBiden/status/1222988102270013440,"In four days, Iowans will gather in every corner of the state to set our nation on the path to picking the next president. It's a big responsibility É?? and we need your help to talk with as many folks as possible about what's at stake. Take action today: https://t.co/0yBebrK3rY",1/30/2020 21:01,342,1102,,,Biden
1.22303E+18,https://twitter.com/JoeBiden/status/1223025600459231232,We can't let Donald Trump define us as a nation É?? we are so much better than who he thinks we are. LetÉ??s choose to be the more perfect union we've always aspired to be and restore the soul of this nation. https://t.co/zqQnWXRPcN,1/30/2020 23:30,2312,7304,,,Biden
1.22305E+18,https://twitter.com/JoeBiden/status/1223049506775883777,"With just four days until Iowa and one day until our critical end-of-month fundraising deadline É?? your support has never been more important. Every donation É?? big or small É?? goes a long way in this final stretch.

Chip in today to help fuel our campaign: https://t.co/WHzkM56Sas",1/31/2020 1:05,209,629,,,Biden
1.22306E+18,https://twitter.com/JoeBiden/status/1223062089582940162,"Donald Trump is the most erratic and incompetent commander in chief we've ever had. After four years of his self-made chaos, we'll need a president who is ready to clean up the mess on day one. https://t.co/TCOjc3aubF",1/31/2020 1:55,2984,11567,,,Biden
1.22307E+18,https://twitter.com/JoeBiden/status/1223073414568562688,The character of a president matters É?? and we have to make that clear this November. https://t.co/hQobfKY7Fx,1/31/2020 2:40,1166,3995,,,Biden
1.22308E+18,https://twitter.com/JoeBiden/status/1223078215301967876,"Airline catering workers will feed thousands of people traveling to the Super Bowl, but canÉ??t afford to feed their own families. I stand in solidarity with @unitehere_sofla. @AmericanAir needs to ensure @LSGSkyChefs pay their workers living wages. https://t.co/4nx9nYHoET",1/31/2020 2:59,316,989,,,Biden
1.22329E+18,https://twitter.com/JoeBiden/status/1223286098052485121,"Let's be clear: If Donald Trump can afford to give giant tax breaks to the super-wealthy, then he can afford to ensure that the most vulnerable in our society receive the health care they need and deserve.

We should be expanding Medicaid É?? not cutting it. https://t.co/akawD7sV8f",1/31/2020 16:45,725,2300,,,Biden
1.2233E+18,https://twitter.com/JoeBiden/status/1223299854849445888,.@JohnDelaney ran his campaign with conviction to make our government work for the American people. He will continue to be an important voice in shaping our country for years to come. https://t.co/Dqg0D7s0p7,1/31/2020 17:39,131,655,,,Biden
1.22332E+18,https://twitter.com/JoeBiden/status/1223323814290870272,"Time and time again, Donald Trump has proven he has no moral rudder. Instead of having respect for others, he insults and demeans. He preys on divisions and stokes hate, instead of healing and uniting.

Trump is everything we aspire not to be as Americans.",1/31/2020 19:15,1773,8154,,,Biden
1.22335E+18,https://twitter.com/JoeBiden/status/1223351496877793280,"I've stood up to bullies my entire life, and I'm ready to stand up to the one in the White House. I hope President Trump heard that message loud and clear when he saw this ad air during Fox &amp; Friends this morning. https://t.co/TImcrK1T48",1/31/2020 21:05,3343,12752,,,Biden
1.22338E+18,https://twitter.com/JoeBiden/status/1223375404351787008,"Donald Trump's Muslim ban is a direct betrayal of AmericaÉ??s most fundamental freedom: religious freedom. And now he's adding more countries to his list of who's not welcome in America.

It's not who we are É?? and we'll prove that when we beat Trump this November and end the ban. https://t.co/qdlU5P7MZQ",1/31/2020 22:40,676,1999,,,Biden
1.22339E+18,https://twitter.com/JoeBiden/status/1223390503527469056,"America's character is on the ballot. We can overcome four years of Donald Trump, but if given eight years in the White House, he will forever and fundamentally alter the character of this nation. We can't let that happen. https://t.co/TnQrX0hCUi",1/31/2020 23:40,2309,7004,,,Biden
