SN,Date,Mean.Humidity,Mean.Sea.Level.PressureIn,Mean.VisibilityMiles,CloudCover,Normalized water pressure,Normalized visiblity,normalized cloudcover,normalized humidity,Sunny or not,Events,Normalized dew point
22982,7/4/2011,66,29.85,5,6,0.497142857,0.444444444,0.75,0.586666667,Sunny,Sunny,0.886363636
22983,7/5/2011,56,29.92,10,2,0.537142857,1,0.25,0.453333333,Sunny,Sunny,0.784090909
22984,7/6/2011,69,29.92,9,4,0.537142857,0.888888889,0.5,0.626666667,Sunny,Sunny,0.909090909
22987,7/9/2011,61,29.84,10,3,0.491428571,1,0.375,0.52,Sunny,Sunny,0.829545455
22988,7/10/2011,63,30.04,10,3,0.605714286,1,0.375,0.546666667,Sunny,Sunny,0.829545455
22989,7/11/2011,73,29.93,10,3,0.542857143,1,0.375,0.68,Sunny,Sunny,0.920454545
22990,7/12/2011,57,29.71,10,4,0.417142857,1,0.5,0.466666667,Sunny,Sunny,0.886363636
22992,7/14/2011,54,29.98,10,1,0.571428571,1,0.125,0.426666667,Sunny,Sunny,0.761363636
22993,7/15/2011,58,30.07,10,3,0.622857143,1,0.375,0.48,Sunny,Sunny,0.795454545
22994,7/16/2011,55,30.13,10,5,0.657142857,1,0.625,0.44,Sunny,Sunny,0.829545455
22995,7/17/2011,62,30.13,10,1,0.657142857,1,0.125,0.533333333,Sunny,Sunny,0.875
23001,7/23/2011,57,29.87,9,5,0.508571429,0.888888889,0.625,0.466666667,Sunny,Sunny,0.909090909
23011,8/2/2011,53,29.74,10,3,0.434285714,1,0.375,0.413333333,Sunny,Sunny,0.784090909
23017,8/8/2011,66,29.57,10,3,0.337142857,1,0.375,0.586666667,Sunny,Sunny,0.897727273
23019,8/10/2011,61,29.61,10,2,0.36,1,0.25,0.52,Sunny,Sunny,0.852272727
23020,8/11/2011,47,29.82,10,2,0.48,1,0.25,0.333333333,Sunny,Sunny,0.715909091
23021,8/12/2011,55,30,10,2,0.582857143,1,0.25,0.44,Sunny,Sunny,0.75
23022,8/13/2011,61,30.05,10,6,0.611428571,1,0.75,0.52,Sunny,Sunny,0.840909091
23026,8/17/2011,68,30.1,10,1,0.64,1,0.125,0.613333333,Sunny,Sunny,0.863636364
23031,8/22/2011,64,29.84,10,4,0.491428571,1,0.5,0.56,Sunny,Sunny,0.75
23032,8/23/2011,53,30.03,10,3,0.6,1,0.375,0.413333333,Sunny,Sunny,0.727272727
23033,8/24/2011,69,30.05,10,4,0.611428571,1,0.5,0.626666667,Sunny,Sunny,0.829545455
23038,8/29/2011,59,29.93,10,2,0.542857143,1,0.25,0.493333333,Sunny,Sunny,0.738636364
23039,8/30/2011,59,30.11,10,3,0.645714286,1,0.375,0.493333333,Sunny,Sunny,0.761363636
23040,8/31/2011,65,30.19,10,4,0.691428571,1,0.5,0.573333333,Sunny,Sunny,0.806818182
23042,9/2/2011,69,30.11,10,2,0.645714286,1,0.25,0.626666667,Sunny,Sunny,0.806818182
23043,9/3/2011,71,29.98,10,3,0.571428571,1,0.375,0.653333333,Sunny,Sunny,0.840909091
23044,9/4/2011,76,29.91,10,6,0.531428571,1,0.75,0.72,Sunny,Sunny,0.886363636
23045,9/5/2011,81,29.83,10,7,0.485714286,1,0.875,0.786666667,Sunny,Sunny,0.909090909
23049,9/9/2011,68,29.85,10,4,0.497142857,1,0.5,0.613333333,Sunny,Sunny,0.875
23050,9/10/2011,73,29.92,10,6,0.537142857,1,0.75,0.68,Sunny,Sunny,0.852272727
23052,9/12/2011,77,30.01,10,4,0.588571429,1,0.5,0.733333333,Sunny,Sunny,0.875
23056,9/16/2011,48,30.26,10,4,0.731428571,1,0.5,0.346666667,Sunny,Sunny,0.556818182
23057,9/17/2011,56,30.42,10,6,0.822857143,1,0.75,0.453333333,Sunny,Sunny,0.625
23058,9/18/2011,57,30.39,10,4,0.805714286,1,0.5,0.466666667,Sunny,Sunny,0.670454545
23059,9/19/2011,66,30.27,10,4,0.737142857,1,0.5,0.586666667,Sunny,Sunny,0.681818182
23061,9/21/2011,83,30.22,6,7,0.708571429,0.555555556,0.875,0.813333333,Sunny,Sunny,0.852272727
23064,9/24/2011,86,30.02,9,7,0.594285714,0.888888889,0.875,0.853333333,Sunny,Sunny,0.897727273
23065,9/25/2011,80,30.07,9,7,0.622857143,0.888888889,0.875,0.773333333,Sunny,Sunny,0.897727273
23074,10/4/2011,68,30.01,10,5,0.588571429,1,0.625,0.613333333,Sunny,Sunny,0.670454545
23075,10/5/2011,50,30.09,10,1,0.634285714,1,0.125,0.373333333,Sunny,Sunny,0.625
23076,10/6/2011,40,30.33,10,1,0.771428571,1,0.125,0.24,Sunny,Sunny,0.5
23078,10/8/2011,60,30.46,10,0,0.845714286,1,0,0.506666667,Sunny,Sunny,0.704545455
23079,10/9/2011,58,30.36,10,0,0.788571429,1,0,0.48,Sunny,Sunny,0.75
23081,10/11/2011,52,30.18,10,7,0.685714286,1,0.875,0.4,Sunny,Sunny,0.715909091
23085,10/15/2011,50,29.67,10,3,0.394285714,1,0.375,0.373333333,Sunny,Sunny,0.613636364
23086,10/16/2011,41,29.83,10,4,0.485714286,1,0.5,0.253333333,Sunny,Sunny,0.579545455
23088,10/18/2011,54,29.87,10,5,0.508571429,1,0.625,0.426666667,Sunny,Sunny,0.636363636
23091,10/21/2011,55,29.91,10,4,0.531428571,1,0.5,0.44,Sunny,Sunny,0.579545455
23092,10/22/2011,60,30.07,10,2,0.622857143,1,0.25,0.506666667,Sunny,Sunny,0.579545455
23093,10/23/2011,59,30.13,10,6,0.657142857,1,0.75,0.493333333,Sunny,Sunny,0.579545455
23094,10/24/2011,73,30.07,10,6,0.622857143,1,0.75,0.68,Sunny,Sunny,0.659090909
23095,10/25/2011,50,30.02,10,1,0.594285714,1,0.125,0.373333333,Sunny,Sunny,0.556818182
23096,10/26/2011,70,29.88,10,7,0.514285714,1,0.875,0.64,Sunny,Sunny,0.647727273
23098,10/28/2011,57,30.18,10,5,0.685714286,1,0.625,0.466666667,Sunny,Sunny,0.443181818
23101,10/31/2011,70,30.37,10,4,0.794285714,1,0.5,0.64,Sunny,Sunny,0.534090909
23102,11/1/2011,57,30.32,10,4,0.765714286,1,0.5,0.466666667,Sunny,Sunny,0.522727273
23103,11/2/2011,66,30.36,10,1,0.788571429,1,0.125,0.586666667,Sunny,Sunny,0.556818182
23104,11/3/2011,71,30.1,10,4,0.64,1,0.5,0.653333333,Sunny,Sunny,0.625
23105,11/4/2011,61,30.05,10,4,0.611428571,1,0.5,0.52,Sunny,Sunny,0.5
23106,11/5/2011,49,30.43,10,1,0.828571429,1,0.125,0.36,Sunny,Sunny,0.397727273
23107,11/6/2011,65,30.48,10,1,0.857142857,1,0.125,0.573333333,Sunny,Sunny,0.534090909
23108,11/7/2011,73,30.33,9,2,0.771428571,0.888888889,0.25,0.68,Sunny,Sunny,0.636363636
23109,11/8/2011,65,30.25,10,0,0.725714286,1,0,0.573333333,Sunny,Sunny,0.659090909
23113,11/12/2011,48,30.11,10,1,0.645714286,1,0.125,0.346666667,Sunny,Sunny,0.477272727
23114,11/13/2011,64,30.08,10,6,0.628571429,1,0.75,0.56,Sunny,Sunny,0.602272727
23115,11/14/2011,69,29.89,10,5,0.52,1,0.625,0.626666667,Sunny,Sunny,0.670454545
23119,11/18/2011,43,30.34,10,1,0.777142857,1,0.125,0.28,Sunny,Sunny,0.375
23120,11/19/2011,62,30.39,10,5,0.805714286,1,0.625,0.533333333,Sunny,Sunny,0.5
23125,11/24/2011,61,30.15,10,3,0.668571429,1,0.375,0.52,Sunny,Sunny,0.511363636
23126,11/25/2011,61,30.16,10,3,0.674285714,1,0.375,0.52,Sunny,Sunny,0.568181818
23128,11/27/2011,86,30.16,10,5,0.674285714,1,0.625,0.853333333,Sunny,Sunny,0.670454545
23129,11/28/2011,80,30.13,10,6,0.657142857,1,0.75,0.773333333,Sunny,Sunny,0.727272727
23132,12/1/2011,42,30.17,10,0,0.68,1,0,0.266666667,Sunny,Sunny,0.386363636
23135,12/4/2011,76,30.52,10,5,0.88,1,0.625,0.72,Sunny,Sunny,0.590909091
23140,12/9/2011,62,30.29,10,5,0.748571429,1,0.625,0.533333333,Sunny,Sunny,0.522727273
23141,12/10/2011,47,30.31,10,4,0.76,1,0.5,0.333333333,Sunny,Sunny,0.363636364
23142,12/11/2011,43,30.62,10,0,0.937142857,1,0,0.28,Sunny,Sunny,0.295454545
23143,12/12/2011,49,30.55,10,4,0.897142857,1,0.5,0.36,Sunny,Sunny,0.363636364
23144,12/13/2011,45,30.37,10,2,0.794285714,1,0.25,0.306666667,Sunny,Sunny,0.363636364
23145,12/14/2011,60,30.38,10,4,0.8,1,0.5,0.506666667,Sunny,Sunny,0.5
23146,12/15/2011,75,30.05,10,7,0.611428571,1,0.875,0.706666667,Sunny,Sunny,0.636363636
23147,12/16/2011,53,30.03,10,6,0.6,1,0.75,0.413333333,Sunny,Sunny,0.443181818
23148,12/17/2011,50,30.12,10,5,0.651428571,1,0.625,0.373333333,Sunny,Sunny,0.363636364
23150,12/19/2011,57,30.15,10,5,0.668571429,1,0.625,0.466666667,Sunny,Sunny,0.420454545
23155,12/24/2011,52,30.39,10,3,0.805714286,1,0.375,0.4,Sunny,Sunny,0.318181818
23156,12/25/2011,63,30.2,10,6,0.697142857,1,0.75,0.546666667,Sunny,Sunny,0.431818182
23159,12/28/2011,58,29.59,10,4,0.348571429,1,0.5,0.48,Sunny,Sunny,0.420454545
23161,12/30/2011,70,30.02,10,6,0.594285714,1,0.75,0.64,Sunny,Sunny,0.534090909
23165,1/2/2012,56,29.77,10,2,0.451428571,1,0.25,0.453333333,Sunny,Sunny,0.352272727
23166,1/3/2012,49,29.95,10,2,0.554285714,1,0.25,0.36,Sunny,Sunny,0.204545455
23168,1/5/2012,56,29.93,10,6,0.542857143,1,0.75,0.453333333,Sunny,Sunny,0.329545455
23169,1/6/2012,58,29.86,10,5,0.502857143,1,0.625,0.48,Sunny,Sunny,0.465909091
23171,1/8/2012,40,30.2,10,5,0.697142857,1,0.625,0.24,Sunny,Sunny,0.363636364
23172,1/9/2012,53,30.23,10,6,0.714285714,1,0.75,0.413333333,Sunny,Sunny,0.352272727
23173,1/10/2012,59,29.95,10,5,0.554285714,1,0.625,0.493333333,Sunny,Sunny,0.409090909
23181,1/18/2012,55,29.93,10,4,0.542857143,1,0.5,0.44,Sunny,Sunny,0.318181818
23185,1/22/2012,72,30.48,10,5,0.857142857,1,0.625,0.666666667,Sunny,Sunny,0.352272727
23187,1/24/2012,73,30.01,10,6,0.588571429,1,0.75,0.68,Sunny,Sunny,0.556818182
23188,1/25/2012,51,30.25,10,6,0.725714286,1,0.75,0.386666667,Sunny,Sunny,0.409090909
23191,1/28/2012,51,29.98,10,4,0.571428571,1,0.5,0.386666667,Sunny,Sunny,0.431818182
23192,1/29/2012,39,30.13,10,3,0.657142857,1,0.375,0.226666667,Sunny,Sunny,0.295454545
23193,1/30/2012,45,30.23,10,4,0.714285714,1,0.5,0.306666667,Sunny,Sunny,0.306818182
23194,1/31/2012,59,30.13,10,4,0.657142857,1,0.5,0.493333333,Sunny,Sunny,0.488636364
23197,2/3/2012,42,30.38,10,2,0.8,1,0.25,0.266666667,Sunny,Sunny,0.318181818
23198,2/4/2012,49,30.23,10,6,0.714285714,1,0.75,0.36,Sunny,Sunny,0.397727273
23201,2/7/2012,59,30.09,10,2,0.634285714,1,0.25,0.493333333,Sunny,Sunny,0.420454545
23206,2/12/2012,45,29.85,10,5,0.497142857,1,0.625,0.306666667,Sunny,Sunny,0.215909091
23207,2/13/2012,43,30.02,10,3,0.594285714,1,0.375,0.28,Sunny,Sunny,0.318181818
23213,2/19/2012,50,30.03,10,5,0.6,1,0.625,0.373333333,Sunny,Sunny,0.375
23215,2/21/2012,62,30.18,10,5,0.685714286,1,0.625,0.533333333,Sunny,Sunny,0.431818182
23216,2/22/2012,64,29.71,10,6,0.417142857,1,0.75,0.56,Sunny,Sunny,0.545454545
23219,2/25/2012,45,29.67,10,4,0.394285714,1,0.5,0.306666667,Sunny,Sunny,0.363636364
23220,2/26/2012,36,30.35,10,0,0.782857143,1,0,0.186666667,Sunny,Sunny,0.272727273
23222,2/28/2012,42,30.33,10,3,0.771428571,1,0.375,0.266666667,Sunny,Sunny,0.363636364
23227,3/4/2012,42,29.68,10,6,0.4,1,0.75,0.266666667,Sunny,Sunny,0.340909091
23228,3/5/2012,34,30.05,10,3,0.611428571,1,0.375,0.16,Sunny,Sunny,0.238636364
23229,3/6/2012,45,30.57,10,1,0.908571429,1,0.125,0.306666667,Sunny,Sunny,0.284090909
23230,3/7/2012,66,30.48,10,3,0.857142857,1,0.375,0.586666667,Sunny,Sunny,0.534090909
23233,3/10/2012,36,30.46,10,3,0.845714286,1,0.375,0.186666667,Sunny,Sunny,0.261363636
23234,3/11/2012,54,30.46,10,1,0.845714286,1,0.125,0.426666667,Sunny,Sunny,0.454545455
23242,3/19/2012,66,30.22,9,2,0.708571429,0.888888889,0.25,0.586666667,Sunny,Sunny,0.647727273
23249,3/26/2012,55,29.84,10,2,0.491428571,1,0.25,0.44,Sunny,Sunny,0.397727273
23250,3/27/2012,38,30.22,10,2,0.708571429,1,0.25,0.213333333,Sunny,Sunny,0.147727273
23258,4/4/2012,31,29.65,10,4,0.382857143,1,0.5,0.12,Sunny,Sunny,0.386363636
23259,4/5/2012,46,29.82,10,2,0.48,1,0.25,0.32,Sunny,Sunny,0.420454545
23260,4/6/2012,35,29.97,10,2,0.565714286,1,0.25,0.173333333,Sunny,Sunny,0.340909091
23261,4/7/2012,25,30.02,10,2,0.594285714,1,0.25,0.04,Sunny,Sunny,0.306818182
23262,4/8/2012,22,29.82,10,3,0.48,1,0.375,0,Sunny,Sunny,0.340909091
23263,4/9/2012,29,29.69,10,3,0.405714286,1,0.375,0.093333333,Sunny,Sunny,0.375
23278,4/24/2012,47,29.55,10,6,0.325714286,1,0.75,0.333333333,Sunny,Sunny,0.5
23282,4/28/2012,38,30.17,10,5,0.68,1,0.625,0.213333333,Sunny,Sunny,0.420454545
23283,4/29/2012,31,30.15,10,1,0.668571429,1,0.125,0.12,Sunny,Sunny,0.329545455
23284,4/30/2012,44,30.3,10,4,0.754285714,1,0.5,0.293333333,Sunny,Sunny,0.420454545
23290,5/6/2012,75,30.1,10,6,0.64,1,0.75,0.706666667,Sunny,Sunny,0.693181818
23295,5/11/2012,42,29.98,10,2,0.571428571,1,0.25,0.266666667,Sunny,Sunny,0.488636364
23296,5/12/2012,50,30.18,10,3,0.685714286,1,0.375,0.373333333,Sunny,Sunny,0.602272727
23297,5/13/2012,64,30.16,10,6,0.674285714,1,0.75,0.56,Sunny,Sunny,0.738636364
23302,5/18/2012,50,30.2,10,2,0.697142857,1,0.25,0.373333333,Sunny,Sunny,0.590909091
23303,5/19/2012,45,30.16,10,1,0.674285714,1,0.125,0.306666667,Sunny,Sunny,0.625
23304,5/20/2012,49,30.22,10,4,0.708571429,1,0.5,0.36,Sunny,Sunny,0.636363636
23312,5/28/2012,81,29.95,10,4,0.554285714,1,0.5,0.786666667,Sunny,Sunny,0.909090909
23322,6/7/2012,67,29.96,10,4,0.56,1,0.5,0.6,Sunny,Sunny,0.784090909
23323,6/8/2012,66,29.9,10,3,0.525714286,1,0.375,0.586666667,Sunny,Sunny,0.784090909
23324,6/9/2012,67,29.92,10,6,0.537142857,1,0.75,0.6,Sunny,Sunny,0.795454545
23326,6/11/2012,73,30.22,10,6,0.708571429,1,0.75,0.68,Sunny,Sunny,0.829545455
23330,6/15/2012,61,30.28,10,3,0.742857143,1,0.375,0.52,Sunny,Sunny,0.738636364
23331,6/16/2012,57,30.29,10,3,0.748571429,1,0.375,0.466666667,Sunny,Sunny,0.75
23332,6/17/2012,67,30.19,10,6,0.691428571,1,0.75,0.6,Sunny,Sunny,0.738636364
23333,6/18/2012,72,30.14,10,5,0.662857143,1,0.625,0.666666667,Sunny,Sunny,0.738636364
23335,6/20/2012,68,30.01,9,4,0.588571429,0.888888889,0.5,0.613333333,Sunny,Sunny,0.920454545
23336,6/21/2012,51,29.87,10,1,0.508571429,1,0.125,0.386666667,Sunny,Sunny,0.909090909
23341,6/26/2012,52,29.72,10,4,0.422857143,1,0.5,0.4,Sunny,Sunny,0.670454545
23342,6/27/2012,40,29.77,10,3,0.451428571,1,0.375,0.24,Sunny,Sunny,0.670454545
23343,6/28/2012,53,29.79,10,2,0.462857143,1,0.25,0.413333333,Sunny,Sunny,0.795454545
23345,6/30/2012,53,29.75,10,5,0.44,1,0.625,0.413333333,Sunny,Sunny,0.852272727
23347,7/2/2012,41,29.89,10,2,0.52,1,0.25,0.253333333,Sunny,Sunny,0.738636364
23351,7/6/2012,69,29.9,10,3,0.525714286,1,0.375,0.626666667,Sunny,Sunny,0.886363636
23354,7/9/2012,53,29.94,10,5,0.548571429,1,0.625,0.413333333,Sunny,Sunny,0.795454545
23355,7/10/2012,62,30.04,10,4,0.605714286,1,0.5,0.533333333,Sunny,Sunny,0.840909091
23356,7/11/2012,68,30.15,10,6,0.668571429,1,0.75,0.613333333,Sunny,Sunny,0.875
23357,7/12/2012,64,30.19,10,5,0.691428571,1,0.625,0.56,Sunny,Sunny,0.852272727
23362,7/17/2012,52,29.81,10,5,0.474285714,1,0.625,0.4,Sunny,Sunny,0.875
23364,7/19/2012,74,29.95,10,7,0.554285714,1,0.875,0.693333333,Sunny,Sunny,0.875
23366,7/21/2012,71,30.09,10,6,0.634285714,1,0.75,0.653333333,Sunny,Sunny,0.795454545
23367,7/22/2012,68,30.15,10,4,0.668571429,1,0.5,0.613333333,Sunny,Sunny,0.829545455
23369,7/24/2012,63,29.68,9,3,0.4,0.888888889,0.375,0.546666667,Sunny,Sunny,0.886363636
23370,7/25/2012,51,29.84,10,2,0.491428571,1,0.25,0.386666667,Sunny,Sunny,0.75
23372,7/27/2012,70,29.77,10,6,0.451428571,1,0.75,0.64,Sunny,Sunny,0.931818182
23378,8/2/2012,74,29.89,9,3,0.52,0.888888889,0.375,0.693333333,Sunny,Sunny,0.931818182
23379,8/3/2012,83,30.02,8,5,0.594285714,0.777777778,0.625,0.813333333,Sunny,Sunny,0.977272727
23380,8/4/2012,78,30.18,10,5,0.685714286,1,0.625,0.746666667,Sunny,Sunny,0.977272727
23383,8/7/2012,62,30,10,6,0.582857143,1,0.75,0.533333333,Sunny,Sunny,0.829545455
23384,8/8/2012,74,29.98,10,6,0.571428571,1,0.75,0.693333333,Sunny,Sunny,0.943181818
23388,8/12/2012,65,29.92,10,5,0.537142857,1,0.625,0.573333333,Sunny,Sunny,0.875
23389,8/13/2012,51,29.97,10,3,0.565714286,1,0.375,0.386666667,Sunny,Sunny,0.795454545
23396,8/20/2012,64,29.91,10,6,0.531428571,1,0.75,0.56,Sunny,Sunny,0.806818182
23397,8/21/2012,62,30.02,10,6,0.594285714,1,0.75,0.533333333,Sunny,Sunny,0.818181818
23400,8/24/2012,69,30.16,10,6,0.674285714,1,0.75,0.626666667,Sunny,Sunny,0.886363636
23401,8/25/2012,72,30.25,10,6,0.725714286,1,0.75,0.666666667,Sunny,Sunny,0.886363636
23405,8/29/2012,55,29.97,10,1,0.565714286,1,0.125,0.44,Sunny,Sunny,0.738636364
23406,8/30/2012,49,30.07,10,1,0.622857143,1,0.125,0.36,Sunny,Sunny,0.738636364
23407,8/31/2012,55,30,10,1,0.582857143,1,0.125,0.44,Sunny,Sunny,0.840909091
23408,9/1/2012,64,30,10,3,0.582857143,1,0.375,0.56,Sunny,Sunny,0.886363636
23409,9/2/2012,75,30.07,10,7,0.622857143,1,0.875,0.706666667,Sunny,Sunny,0.897727273
23413,9/6/2012,77,29.88,10,5,0.514285714,1,0.625,0.733333333,Sunny,Sunny,0.897727273
23418,9/11/2012,52,30.24,10,2,0.72,1,0.25,0.4,Sunny,Sunny,0.636363636
23419,9/12/2012,60,30.34,10,0,0.777142857,1,0,0.506666667,Sunny,Sunny,0.75
23420,9/13/2012,68,30.35,10,0,0.782857143,1,0,0.613333333,Sunny,Sunny,0.795454545
23421,9/14/2012,71,30.21,10,3,0.702857143,1,0.375,0.653333333,Sunny,Sunny,0.818181818
23422,9/15/2012,59,30.09,10,4,0.634285714,1,0.5,0.493333333,Sunny,Sunny,0.704545455
23427,9/20/2012,71,30.17,10,5,0.68,1,0.625,0.653333333,Sunny,Sunny,0.738636364
23428,9/21/2012,69,30.09,10,4,0.634285714,1,0.5,0.626666667,Sunny,Sunny,0.75
23430,9/23/2012,60,30.02,10,3,0.594285714,1,0.375,0.506666667,Sunny,Sunny,0.647727273
23431,9/24/2012,49,30.14,10,2,0.662857143,1,0.25,0.36,Sunny,Sunny,0.590909091
23432,9/25/2012,59,30.18,10,3,0.685714286,1,0.375,0.493333333,Sunny,Sunny,0.704545455
23437,9/30/2012,69,29.83,10,5,0.485714286,1,0.625,0.626666667,Sunny,Sunny,0.715909091
23438,10/1/2012,64,29.9,10,3,0.525714286,1,0.375,0.56,Sunny,Sunny,0.681818182
23442,10/5/2012,74,30.02,9,1,0.594285714,0.888888889,0.125,0.693333333,Sunny,Sunny,0.818181818
23443,10/6/2012,72,29.88,10,3,0.514285714,1,0.375,0.666666667,Sunny,Sunny,0.772727273
23445,10/8/2012,71,30.23,10,5,0.714285714,1,0.625,0.653333333,Sunny,Sunny,0.602272727
23448,10/11/2012,48,30.15,10,1,0.668571429,1,0.125,0.346666667,Sunny,Sunny,0.522727273
23449,10/12/2012,58,30.2,10,3,0.697142857,1,0.375,0.48,Sunny,Sunny,0.534090909
23450,10/13/2012,44,30.45,10,2,0.84,1,0.25,0.293333333,Sunny,Sunny,0.443181818
23451,10/14/2012,69,30.15,10,6,0.668571429,1,0.75,0.626666667,Sunny,Sunny,0.727272727
23453,10/16/2012,62,29.79,10,3,0.462857143,1,0.375,0.533333333,Sunny,Sunny,0.568181818
23454,10/17/2012,64,29.98,10,5,0.571428571,1,0.625,0.56,Sunny,Sunny,0.602272727
23462,10/25/2012,75,30.25,10,8,0.725714286,1,1,0.706666667,Sunny,Sunny,0.715909091
23463,10/26/2012,78,30.19,10,7,0.691428571,1,0.875,0.746666667,Sunny,Sunny,0.761363636
23469,11/1/2012,68,29.61,10,6,0.36,1,0.75,0.613333333,Sunny,Sunny,0.568181818
23470,11/2/2012,54,29.66,10,7,0.388571429,1,0.875,0.426666667,Sunny,Sunny,0.522727273
23472,11/4/2012,57,29.97,10,4,0.565714286,1,0.5,0.466666667,Sunny,Sunny,0.477272727
23474,11/6/2012,45,30.19,10,4,0.691428571,1,0.5,0.306666667,Sunny,Sunny,0.340909091
23477,11/9/2012,47,30.07,10,1,0.622857143,1,0.125,0.333333333,Sunny,Sunny,0.420454545
23478,11/10/2012,68,30.33,9,5,0.771428571,0.888888889,0.625,0.613333333,Sunny,Sunny,0.568181818
23479,11/11/2012,86,30.48,8,4,0.857142857,0.777777778,0.5,0.853333333,Sunny,Sunny,0.681818182
23482,11/14/2012,52,30.49,10,2,0.862857143,1,0.25,0.4,Sunny,Sunny,0.431818182
23483,11/15/2012,65,30.39,10,6,0.805714286,1,0.75,0.573333333,Sunny,Sunny,0.465909091
23484,11/16/2012,59,30.35,10,6,0.782857143,1,0.75,0.493333333,Sunny,Sunny,0.443181818
23486,11/18/2012,72,30.63,10,4,0.942857143,1,0.5,0.666666667,Sunny,Sunny,0.522727273
23487,11/19/2012,78,30.42,10,6,0.822857143,1,0.75,0.746666667,Sunny,Sunny,0.545454545
23489,11/21/2012,57,30.2,10,4,0.697142857,1,0.5,0.466666667,Sunny,Sunny,0.5
23490,11/22/2012,76,30.23,10,1,0.714285714,1,0.125,0.72,Sunny,Sunny,0.568181818
23492,11/24/2012,60,29.76,10,4,0.445714286,1,0.5,0.506666667,Sunny,Sunny,0.386363636
23493,11/25/2012,45,29.92,10,5,0.537142857,1,0.625,0.306666667,Sunny,Sunny,0.340909091
23494,11/26/2012,47,30.12,10,3,0.651428571,1,0.375,0.333333333,Sunny,Sunny,0.386363636
23497,11/29/2012,51,30.33,10,2,0.771428571,1,0.25,0.386666667,Sunny,Sunny,0.409090909
23498,11/30/2012,61,30.4,10,6,0.811428571,1,0.75,0.52,Sunny,Sunny,0.465909091
23499,12/1/2012,76,30.47,9,8,0.851428571,0.888888889,1,0.72,Sunny,Sunny,0.545454545
23503,12/5/2012,67,30.04,10,5,0.605714286,1,0.625,0.6,Sunny,Sunny,0.534090909
23504,12/6/2012,48,30.32,10,4,0.765714286,1,0.5,0.346666667,Sunny,Sunny,0.329545455
23510,12/12/2012,51,30.36,10,6,0.788571429,1,0.75,0.386666667,Sunny,Sunny,0.397727273
23512,12/14/2012,61,30.25,10,2,0.725714286,1,0.25,0.52,Sunny,Sunny,0.443181818
23513,12/15/2012,59,30.27,10,6,0.737142857,1,0.75,0.493333333,Sunny,Sunny,0.465909091
23526,12/28/2012,59,30.01,10,3,0.588571429,1,0.375,0.493333333,Sunny,Sunny,0.375
23529,12/31/2012,56,30.09,10,6,0.634285714,1,0.75,0.453333333,Sunny,Sunny,0.363636364
23531,1/1/2013,52,29.92,10,7,0.537142857,1,0.875,0.4,Sunny,Sunny,0.386363636
23532,1/2/2013,45,30.08,10,7,0.628571429,1,0.875,0.306666667,Sunny,Sunny,0.25
23533,1/3/2013,52,30.15,10,6,0.668571429,1,0.75,0.4,Sunny,Sunny,0.306818182
23534,1/4/2013,56,30.04,10,3,0.605714286,1,0.375,0.453333333,Sunny,Sunny,0.363636364
23535,1/5/2013,53,30.21,10,3,0.702857143,1,0.375,0.413333333,Sunny,Sunny,0.363636364
23537,1/7/2013,52,30.29,10,1,0.748571429,1,0.125,0.4,Sunny,Sunny,0.409090909
23538,1/8/2013,68,30.4,10,3,0.811428571,1,0.375,0.613333333,Sunny,Sunny,0.477272727
23539,1/9/2013,76,30.29,10,5,0.748571429,1,0.625,0.72,Sunny,Sunny,0.522727273
23540,1/10/2013,47,30.45,10,4,0.84,1,0.5,0.333333333,Sunny,Sunny,0.397727273
23547,1/17/2013,65,30.03,10,7,0.6,1,0.875,0.573333333,Sunny,Sunny,0.431818182
23548,1/18/2013,42,30.35,10,4,0.782857143,1,0.5,0.266666667,Sunny,Sunny,0.238636364
23549,1/19/2013,51,30.21,10,3,0.702857143,1,0.375,0.386666667,Sunny,Sunny,0.420454545
23550,1/20/2013,45,29.85,10,2,0.497142857,1,0.25,0.306666667,Sunny,Sunny,0.375
23554,1/24/2013,41,30.26,10,3,0.731428571,1,0.375,0.253333333,Sunny,Sunny,0.090909091
23556,1/26/2013,57,30.18,10,2,0.685714286,1,0.25,0.466666667,Sunny,Sunny,0.227272727
23557,1/27/2013,47,30.48,10,2,0.857142857,1,0.25,0.333333333,Sunny,Sunny,0.227272727
23565,2/4/2013,51,29.95,10,5,0.554285714,1,0.625,0.386666667,Sunny,Sunny,0.238636364
23568,2/7/2013,44,30.44,10,6,0.834285714,1,0.75,0.293333333,Sunny,Sunny,0.25
23571,2/10/2013,57,30.41,10,4,0.817142857,1,0.5,0.466666667,Sunny,Sunny,0.272727273
23573,2/12/2013,65,29.87,10,4,0.508571429,1,0.5,0.573333333,Sunny,Sunny,0.420454545
23579,2/18/2013,38,30.19,10,2,0.691428571,1,0.25,0.213333333,Sunny,Sunny,0.193181818
23581,2/20/2013,46,29.86,10,3,0.502857143,1,0.375,0.32,Sunny,Sunny,0.261363636
23582,2/21/2013,45,30.07,10,2,0.622857143,1,0.25,0.306666667,Sunny,Sunny,0.25
23590,3/1/2013,60,29.7,10,6,0.411428571,1,0.75,0.506666667,Sunny,Sunny,0.443181818
23593,3/4/2013,50,29.81,10,2,0.474285714,1,0.25,0.373333333,Sunny,Sunny,0.329545455
